Mod:Item:MetaData, Localized Name
enderio:block_not_unholy_dark_fused_quartz:7, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:8, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:9, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:10, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:11, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:12, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:13, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:14, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:15, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_glass:0, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:1, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:2, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:3, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:4, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:5, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:6, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:7, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:8, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:9, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:10, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:11, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:12, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:13, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:14, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:15, 黑暗纯净玻璃
enderio:block_not_pasture_fused_quartz:0, 石英玻璃
enderio:block_not_pasture_fused_quartz:1, 石英玻璃
enderio:block_not_pasture_fused_quartz:2, 石英玻璃
enderio:block_not_pasture_fused_quartz:3, 石英玻璃
enderio:block_not_pasture_fused_quartz:4, 石英玻璃
enderio:block_not_pasture_fused_quartz:5, 石英玻璃
enderio:block_not_pasture_fused_quartz:6, 石英玻璃
enderio:block_not_pasture_fused_quartz:7, 石英玻璃
enderio:block_not_pasture_fused_quartz:8, 石英玻璃
enderio:block_not_pasture_fused_quartz:9, 石英玻璃
enderio:block_not_pasture_fused_quartz:10, 石英玻璃
enderio:block_not_pasture_fused_quartz:11, 石英玻璃
enderio:block_not_pasture_fused_quartz:12, 石英玻璃
enderio:block_not_pasture_fused_quartz:13, 石英玻璃
enderio:block_not_pasture_fused_quartz:14, 石英玻璃
enderio:block_not_pasture_fused_quartz:15, 石英玻璃
enderio:block_not_pasture_fused_glass:0, 纯净玻璃
enderio:block_not_pasture_fused_glass:1, 纯净玻璃
enderio:block_not_pasture_fused_glass:2, 纯净玻璃
enderio:block_not_pasture_fused_glass:3, 纯净玻璃
enderio:block_not_pasture_fused_glass:4, 纯净玻璃
enderio:block_not_pasture_fused_glass:5, 纯净玻璃
enderio:block_not_pasture_fused_glass:6, 纯净玻璃
enderio:block_not_pasture_fused_glass:7, 纯净玻璃
enderio:block_not_pasture_fused_glass:8, 纯净玻璃
enderio:block_not_pasture_fused_glass:9, 纯净玻璃
enderio:block_not_pasture_fused_glass:10, 纯净玻璃
enderio:block_not_pasture_fused_glass:11, 纯净玻璃
enderio:block_not_pasture_fused_glass:12, 纯净玻璃
enderio:block_not_pasture_fused_glass:13, 纯净玻璃
enderio:block_not_pasture_fused_glass:14, 纯净玻璃
enderio:block_not_pasture_fused_glass:15, 纯净玻璃
enderio:block_not_pasture_enlightened_fused_quartz:0, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:1, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:2, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:3, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:4, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:5, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:6, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:7, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:8, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:9, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:10, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:11, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:12, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:13, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:14, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:15, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_glass:0, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:1, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:2, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:3, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:4, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:5, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:6, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:7, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:8, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:9, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:10, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:11, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:12, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:13, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:14, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:15, 荧光纯净玻璃
enderio:block_not_pasture_dark_fused_quartz:0, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:1, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:2, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:3, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:4, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:5, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:6, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:7, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:8, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:9, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:10, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:11, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:12, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:13, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:14, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:15, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_glass:0, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:1, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:2, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:3, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:4, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:5, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:6, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:7, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:8, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:9, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:10, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:11, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:12, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:13, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:14, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:15, 黑暗纯净玻璃
enderio:item_soul_vial, 灵魂瓶
enderio:block_detector_block:0, 方块检测器
enderio:block_detector_block_silent:0, 方块检测器（无声）
enderio:item_dark_steel_helmet, 玄钢头盔
enderio:item_dark_steel_chestplate, 玄钢胸甲
enderio:item_dark_steel_leggings, 玄钢护腿
enderio:item_dark_steel_boots, 玄钢靴子
enderio:item_dark_steel_shield, 玄钢盾牌
enderio:item_dark_steel_sword, 终结之剑
enderio:item_dark_steel_pickaxe, 玄钢镐
enderio:item_dark_steel_axe, 玄钢斧
enderio:item_dark_steel_bow, 玄钢弓
enderio:item_dark_steel_shears, 玄钢剪
enderio:item_dark_steel_treetap, 玄钢木龙头
enderio:item_dark_steel_crook, 玄钢钩
enderio:item_dark_steel_hand, 玄钢反铲
enderio:item_inventory_charger_simple, 简易物品栏充能器
enderio:item_inventory_charger_basic, 基础物品栏充能器
enderio:item_inventory_charger, 物品栏充能器
enderio:item_inventory_charger_vibrant, 脉冲物品栏充能器
enderio:item_end_steel_sword, 终结之剑 Ⅱ 型
enderio:item_end_steel_pickaxe, 末影钢镐
enderio:item_end_steel_axe, 末影钢斧
enderio:item_end_steel_bow, 末影钢弓
enderio:item_end_steel_helmet, 末影钢头盔
enderio:item_end_steel_chestplate, 末影钢胸甲
enderio:item_end_steel_leggings, 末影钢护腿
enderio:item_end_steel_boots, 末影钢靴子
enderio:item_end_steel_shield, 末影钢盾
enderio:item_staff_of_levity:0, 飘浮权杖
enderio:item_staff_of_levity:0, 飘浮权杖
enderio:item_dark_steel_upgrade:0, 空白玄钢升级
enderio:item_dark_steel_upgrade:1, 玄钢升级（微型玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（微型玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（迷你玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（迷你玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（口袋玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（口袋玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（地毯）
enderio:item_dark_steel_upgrade:1, 玄钢升级（地毯）
enderio:item_dark_steel_upgrade:1, 玄钢升级（深度）
enderio:item_dark_steel_upgrade:1, 玄钢升级（深度）
enderio:item_dark_steel_upgrade:1, 玄钢升级（存入）
enderio:item_dark_steel_upgrade:1, 玄钢升级（存入）
enderio:item_dark_steel_upgrade:1, 玄钢升级（鞘翅）
enderio:item_dark_steel_upgrade:1, 玄钢升级（鞘翅）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 IV）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 IV）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 V）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 V）
enderio:item_dark_steel_upgrade:1, 玄钢升级（滑翔）
enderio:item_dark_steel_upgrade:1, 玄钢升级（滑翔）
enderio:item_dark_steel_upgrade:1, 玄钢升级（叉子）
enderio:item_dark_steel_upgrade:1, 玄钢升级（叉子）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（夜视）
enderio:item_dark_steel_upgrade:1, 玄钢升级（夜视）
enderio:item_dark_steel_upgrade:1, 玄钢升级（填充）
enderio:item_dark_steel_upgrade:1, 玄钢升级（填充）
enderio:item_dark_steel_upgrade:1, 玄钢升级（简易太阳能）
enderio:item_dark_steel_upgrade:1, 玄钢升级（简易太阳能）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（声波定位）
enderio:item_dark_steel_upgrade:1, 玄钢升级（声波定位）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（勺子）
enderio:item_dark_steel_upgrade:1, 玄钢升级（勺子）
enderio:item_dark_steel_upgrade:1, 玄钢升级（步行辅助）
enderio:item_dark_steel_upgrade:1, 玄钢升级（步行辅助）
enderio:item_dark_steel_upgrade:1, 玄钢升级（脚蹼）
enderio:item_dark_steel_upgrade:1, 玄钢升级（脚蹼）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 IV）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 IV）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 V）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 V）
enderio:item_dark_steel_upgrade:1, 玄钢升级（TOP 功能）
enderio:item_dark_steel_upgrade:1, 玄钢升级（TOP 功能）
enderio:item_dark_steel_upgrade:1, 玄钢升级（旅行）
enderio:item_dark_steel_upgrade:1, 玄钢升级（旅行）
enderio:block_death_pouch, 死亡之瓮
enderio:item_owl_egg, 猫头鹰蛋
enderio:block_alloy_endergy:0, 粗钢块
enderio:block_alloy_endergy:1, 晶化合金块
enderio:block_alloy_endergy:2, 旋律合金块
enderio:block_alloy_endergy:3, 恒星合金块
enderio:block_alloy_endergy:4, 晶化粉红史莱姆块
enderio:block_alloy_endergy:5, 充能银块
enderio:block_alloy_endergy:6, 生动合金块
enderio:item_alloy_endergy_ingot:0, 粗钢锭
enderio:item_alloy_endergy_ingot:1, 晶化合金锭
enderio:item_alloy_endergy_ingot:2, 旋律合金锭
enderio:item_alloy_endergy_ingot:3, 恒星合金锭
enderio:item_alloy_endergy_ingot:4, 晶化粉红史莱姆锭
enderio:item_alloy_endergy_ingot:5, 充能银锭
enderio:item_alloy_endergy_ingot:6, 生动合金锭
enderio:item_alloy_endergy_nugget:0, 粗钢粒
enderio:item_alloy_endergy_nugget:1, 晶化合金粒
enderio:item_alloy_endergy_nugget:2, 旋律合金粒
enderio:item_alloy_endergy_nugget:3, 恒星合金粒
enderio:item_alloy_endergy_nugget:4, 晶化粉红史莱姆粒
enderio:item_alloy_endergy_nugget:5, 充能银粒
enderio:item_alloy_endergy_nugget:6, 生动合金粒
enderio:item_alloy_endergy_ball:0, 粗钢磨珠
enderio:item_alloy_endergy_ball:1, 晶化合金磨珠
enderio:item_alloy_endergy_ball:2, 旋律合金磨珠
enderio:item_alloy_endergy_ball:3, 恒星合金磨珠
enderio:item_alloy_endergy_ball:4, 晶化粉红史莱姆磨珠
enderio:item_alloy_endergy_ball:5, 充能银磨珠
enderio:item_alloy_endergy_ball:6, 生动合金磨珠
enderio:item_item_conduit:0, 物品导管
enderio:item_liquid_conduit:0, 流体导管
enderio:item_liquid_conduit:1, 高压流体导管
enderio:item_liquid_conduit:2, 末影流体导管
enderio:item_power_conduit:0, 能量导管
enderio:item_power_conduit:1, 强化能量导管
enderio:item_power_conduit:2, 末影能量导管
enderio:item_redstone_conduit:0, 红石导管
enderio:item_extract_speed_upgrade:0, 导管提取速率升级
enderio:item_extract_speed_downgrade:0, 导管提取速率降级
enderio:item_me_conduit:0, ME导管
enderio:item_me_conduit:1, ME致密导管
enderio:block_inventory_panel, 存储面板
enderio:block_inventory_panel_sensor, 物品感应器
enderio:block_inventory_chest_tiny, 微型存储系统仓库
enderio:block_inventory_chest_small, 小型存储系统仓库
enderio:block_inventory_chest_medium, 中型存储系统仓库
enderio:block_inventory_chest_big, 大型存储系统仓库
enderio:block_inventory_chest_large, 巨型存储系统仓库
enderio:block_inventory_chest_huge, 超级存储系统仓库
enderio:block_inventory_chest_enormous, 终极存储系统仓库
enderio:block_inventory_chest_warehouse, 存储系统仓库货栈
enderio:block_inventory_chest_warehouse13, 物品系统存储器扩展货栈
enderio:item_inventory_remote:0, 远程存储面板
enderio:item_inventory_remote:0, 远程存储面板
enderio:item_inventory_remote:1, 高级远程存储面板
enderio:item_inventory_remote:1, 高级远程存储面板
enderio:item_inventory_remote:2, 末影远程存储面板
enderio:item_inventory_remote:2, 末影远程存储面板
enderio:item_data_conduit:0, 数据导管
enderio:block_simple_furnace, 简易电炉
enderio:block_simple_alloy_smelter, 简易合金炉
enderio:block_alloy_smelter, 合金炉
enderio:block_enhanced_alloy_smelter, 强化合金炉
enderio:block_buffer:0, 物品缓存器
enderio:block_buffer:1, 能量缓存器
enderio:block_buffer:2, 多功能缓存器
enderio:block_buffer:3, 创造模式缓存器
enderio:block_enchanter, 附魔器
enderio:block_farm_station, 种植站
enderio:block_combustion_generator, 燃烧发电机
enderio:block_enhanced_combustion_generator, 强化燃烧发电机
enderio:block_simple_stirling_generator, 简易斯特林发电机
enderio:block_stirling_generator, 斯特林发电机
enderio:block_zombie_generator, 僵尸发电机
enderio:block_franken_zombie_generator, 人造僵尸发电机
enderio:block_ender_generator, 末影人发电机
enderio:block_lava_generator, 熔岩热交换器
enderio:block_killer_joe, 杀手乔
enderio:block_electric_light:0, 电灯
enderio:block_electric_light:1, 电灯（反相）
enderio:block_electric_light:2, 灯
enderio:block_electric_light:3, 灯（反相）
enderio:block_electric_light:4, 无线灯
enderio:block_electric_light:5, 无线灯（反相）
enderio:block_attractor_obelisk, 诱引方尖碑
enderio:block_aversion_obelisk, 排除方尖碑
enderio:block_inhibitor_obelisk, 传送抑制方尖碑
enderio:block_relocator_obelisk, 重定向方尖碑
enderio:block_weather_obelisk, 天气方尖碑
enderio:block_experience_obelisk, 经验方尖碑
enderio:block_painter, 喷涂机
enderio:block_reservoir, 蓄水库
enderio:block_omni_reservoir, 万用蓄水库
enderio:block_simple_sag_mill, 简易 SAG 磨粉机
enderio:block_sag_mill, SAG 磨粉机
enderio:block_enhanced_sag_mill, 强化 SAG 磨粉机
enderio:block_slice_and_splice, 头颅装配机
enderio:block_solar_panel:0, 简易光伏电池
enderio:block_solar_panel:1, 光伏电池
enderio:block_solar_panel:2, 强化光伏电池
enderio:block_solar_panel:3, 脉冲光伏电池
enderio:block_solar_panel:4, 晶化光伏电池
enderio:block_solar_panel:5, 旋律光伏电池
enderio:block_solar_panel:6, 恒星光伏电池
enderio:block_soul_binder, 灵魂绑定器
enderio:block_powered_spawner, 电动刷怪箱
enderio:block_vat, 酿液桶
enderio:block_enhanced_vat, 强化酿液桶
enderio:block_simple_wired_charger, 简易有线充能器
enderio:block_wired_charger, 有线充能器
enderio:block_enhanced_wired_charger, 强化有线充能器
enderio:block_wireless_charger, 无线充能器
enderio:block_normal_wireless_charger, 无线充能天线
enderio:block_enhanced_wireless_charger, 强化无线充能天线
enderio:block_wireless_charger_extension, 无线充能天线放大器
enderio:block_tank:0, 流体储罐
enderio:block_tank:1, 高压流体储罐
enderio:block_transceiver, 空间传送器
enderio:block_vacuum_chest, 虚空箱子
enderio:block_xp_vacuum, 虚空经验箱
enderio:block_niard, 流体填充机
enderio:block_travel_anchor, 旅行锚
enderio:block_tele_pad, 传送台
enderio:block_dialing_device, 坐标记录仪
enderio:block_impulse_hopper, 推力漏斗
enderio:block_simple_crafter, 简易合成器
enderio:block_crafter, 合成器
enderio:block_creative_spawner, 创造模式刷怪箱
enderio:block_cap_bank:0, 创造模式电容库
enderio:block_cap_bank:1, 基础电容库
enderio:block_cap_bank:1, 基础电容库
enderio:block_cap_bank:2, 电容库
enderio:block_cap_bank:2, 电容库
enderio:block_cap_bank:3, 脉冲电容库
enderio:block_cap_bank:3, 脉冲电容库
enderio:block_gauge, 能量存量计
enderio:block_power_monitor, 能量监控器
enderio:block_advanced_power_monitor, 图形化能量监控器
enderio:item_capacitor_grainy, 基岩粉电容
enderio:item_capacitor_crystalline, 晶化电容
enderio:item_capacitor_melodic, 旋律电容
enderio:item_capacitor_stellar, 恒星电容
enderio:item_capacitor_totemic, 不死图腾电容
enderio:item_endergy_conduit:0, 粗钢能量导管
enderio:item_endergy_conduit:1, 铁能量导管
enderio:item_endergy_conduit:2, 铝能量导管
enderio:item_endergy_conduit:3, 金能量导管
enderio:item_endergy_conduit:4, 铜能量导管
enderio:item_endergy_conduit:5, 银能量导管
enderio:item_endergy_conduit:6, 琥珀金能量导管
enderio:item_endergy_conduit:7, 充能银能量导管
enderio:item_endergy_conduit:8, 晶化合金能量导管
enderio:item_endergy_conduit:9, 晶化粉红史莱姆能量导管
enderio:item_endergy_conduit:10, 旋律合金能量导管
enderio:item_endergy_conduit:11, 恒星合金能量导管
enderio:item_capacitor_silver, 银制电容
enderio:item_capacitor_energetic_silver, 充能银电容
enderio:item_capacitor_vivid, 生动合金电容
enderio:item_stellar_alloy_sword, 终结之剑 IV 型
enderio:item_stellar_alloy_pickaxe, 恒星镐
enderio:item_stellar_alloy_axe, 恒星斧
enderio:item_stellar_alloy_helmet, 恒星头盔
enderio:item_stellar_alloy_boots, 恒星靴子
enderio:item_stellar_alloy_chestplate, 恒星胸甲
enderio:item_stellar_alloy_leggings, 恒星护腿
tconstruct:book, 匠魂宝典
tconstruct:soil:0, 水泥
tconstruct:soil:1, 绿色黏滑泥泞
tconstruct:soil:2, 蓝色黏滑泥泞
tconstruct:soil:3, 黄泉土
tconstruct:soil:4, 神圣土
tconstruct:soil:5, 熔岩黏滑泥泞
tconstruct:slime:1, 史莱姆块
tconstruct:slime:2, 史莱姆块
tconstruct:slime:3, 凝血块
tconstruct:slime:4, 史莱姆块
tconstruct:slime_congealed:0, 凝固史莱姆块
tconstruct:slime_congealed:1, 凝固史莱姆块
tconstruct:slime_congealed:2, 凝固史莱姆块
tconstruct:slime_congealed:3, 凝固血块
tconstruct:slime_congealed:4, 凝固史莱姆块
tconstruct:ore:0, 钴矿石
tconstruct:ore:1, 阿迪特矿石
tconstruct:firewood:0, 熔岩木
tconstruct:firewood:1, 烈焰木
tconstruct:deco_ground:0, 泥砖
tconstruct:clear_glass:0, 通透玻璃
tconstruct:clear_stained_glass:0, 通透白色染色玻璃
tconstruct:clear_stained_glass:1, 通透橙色染色玻璃
tconstruct:clear_stained_glass:2, 通透品红色染色玻璃
tconstruct:clear_stained_glass:3, 通透淡蓝色染色玻璃
tconstruct:clear_stained_glass:4, 通透黄色染色玻璃
tconstruct:clear_stained_glass:5, 通透黄绿色染色玻璃
tconstruct:clear_stained_glass:6, 通透粉红色染色玻璃
tconstruct:clear_stained_glass:7, 通透灰色染色玻璃
tconstruct:clear_stained_glass:8, 通透淡灰色染色玻璃
tconstruct:clear_stained_glass:9, 通透青色染色玻璃
tconstruct:clear_stained_glass:10, 通透紫色染色玻璃
tconstruct:clear_stained_glass:11, 通透蓝色染色玻璃
tconstruct:clear_stained_glass:12, 通透棕色染色玻璃
tconstruct:clear_stained_glass:13, 通透绿色染色玻璃
tconstruct:clear_stained_glass:14, 通透红色染色玻璃
tconstruct:clear_stained_glass:15, 通透黑色染色玻璃
tconstruct:deco_ground_slab:0, 泥砖台阶
tconstruct:firewood_slab:0, 熔岩木台阶
tconstruct:firewood_slab:1, 烈焰木台阶
tconstruct:mudbrick_stairs:0, 泥砖楼梯
tconstruct:firewood_stairs:0, 烈焰木楼梯
tconstruct:lavawood_stairs:0, 熔岩木楼梯
tconstruct:nuggets:0, 钴粒
tconstruct:nuggets:1, 阿迪特粒
tconstruct:nuggets:2, 玛玉灵粒
tconstruct:nuggets:3, 骑士史莱姆粒
tconstruct:nuggets:4, 生铁粒
tconstruct:ingots:0, 钴锭
tconstruct:ingots:1, 阿迪特锭
tconstruct:ingots:2, 玛玉灵锭
tconstruct:ingots:3, 骑士史莱姆锭
tconstruct:ingots:4, 生铁锭
tconstruct:materials:0, 焦黑砖
tconstruct:materials:1, 泥巴砖
tconstruct:materials:2, 干燥粘土砖
tconstruct:materials:9, 绿色史莱姆水晶
tconstruct:materials:10, 蓝色史莱姆水晶
tconstruct:materials:11, 熔岩史莱姆水晶
tconstruct:materials:12, 范围升级器（水平）
tconstruct:materials:13, 范围升级器（垂直）
tconstruct:materials:14, 耐久强化大板
tconstruct:materials:15, 绢布
tconstruct:materials:16, 精致珠宝
tconstruct:materials:17, 凋零之骨
tconstruct:materials:18, 苔藓球
tconstruct:materials:19, 修复苔藓
tconstruct:materials:50, 创造模式强化头颅
tconstruct:edible:0, 培根
tconstruct:edible:1, 史莱姆球
tconstruct:edible:2, 史莱姆球
tconstruct:edible:3, 凝血
tconstruct:edible:4, 史莱姆球
tconstruct:edible:5, 史莱姆球
tconstruct:edible:10, 腐肉干
tconstruct:edible:11, 牛肉干
tconstruct:edible:12, 鸡肉干
tconstruct:edible:13, 培根干
tconstruct:edible:14, 羊肉干
tconstruct:edible:15, 兔肉干
tconstruct:edible:20, 鱼干
tconstruct:edible:21, 鲑鱼干
tconstruct:edible:22, 小丑鱼干
tconstruct:edible:23, 河豚干
tconstruct:edible:30, 黏胶史莱姆液滴
tconstruct:edible:31, 黏胶史莱姆液滴
tconstruct:edible:32, 黏胶史莱姆液滴
tconstruct:edible:33, 凝血滴
tconstruct:edible:34, 黏胶史莱姆液滴
tconstruct:metal:0, 钴块
tconstruct:metal:1, 阿迪特块
tconstruct:metal:2, 玛玉灵块
tconstruct:metal:3, 骑士史莱姆块
tconstruct:metal:4, 生铁块
tconstruct:metal:6, 精致珠宝块
tconstruct:slime_dirt:0, 绿色史莱姆泥土
tconstruct:slime_dirt:1, 蓝色史莱姆泥土
tconstruct:slime_dirt:2, 紫色史莱姆泥土
tconstruct:slime_dirt:3, 熔岩史莱姆泥土
tconstruct:slime_grass:0, 史莱姆草方块
tconstruct:slime_grass:1, 绿色史莱姆草方块
